Title,Authors,Journal,Year,Field of Science,Russian Keywords,English Keywords,Annotation,GOST,APA,Link
КОАГУЛИРУЮЩАЯ СПОСОБНОСТЬ ХЛОРИДА ЖЕЛЕЗА ПРИ ОЧИСТКЕ ШАХТНЫХ ВОД,"Ашуров Хайруддин Ёрович, Азизов Рустам Очильдиевич, Ходжиев Саидмукбил Косимович, Давлатов Давлатмаҳмад Сангинови",Вестник педагогического университета (Естественных наук),2020,Экологические биотехнологии,"очистки шахтных вод, тяжелые металлы, коагуляция воды, хлорид железа",,В статье приведены результаты очистки воды шахты «Капитальная» от тяжелых металлов с использованием хлорида железа в качестве коагулянта. Показаны оптимальные условия процесса коагуляции воды и преимущество хлорида железа как коагулянта.,"Ашуров Хайруддин Ёрович, Азизов Рустам Очильдиевич, Ходжиев Саидмукбил Косимович, Давлатов Давлатмаҳмад Сангинови КОАГУЛИРУЮЩАЯ СПОСОБНОСТЬ ХЛОРИДА ЖЕЛЕЗА ПРИ ОЧИСТКЕ ШАХТНЫХ ВОД // Вестник педагогического университета (Естественных наук). 2020. №1-2 (5-6). URL: https://cyberleninka.ru/article/n/koaguliruyuschaya-sposobnost-hlorida-zheleza-pri-ochistke-shahtnyh-vod (дата обращения: 25.10.2024).","Ашуров Хайруддин Ёрович, Азизов Рустам Очильдиевич, Ходжиев Саидмукбил Косимович, & Давлатов Давлатмаҳмад Сангинови (2020). КОАГУЛИРУЮЩАЯ СПОСОБНОСТЬ ХЛОРИДА ЖЕЛЕЗА ПРИ ОЧИСТКЕ ШАХТНЫХ ВОД. Вестник педагогического университета (Естественных наук),  (1-2 (5-6)), 139-143.",https://cyberleninka.ru/article/n/koaguliruyuschaya-sposobnost-hlorida-zheleza-pri-ochistke-shahtnyh-vod
СМЕШАННЫЕ КОАГУЛЯНТЫ ДЛЯ ОЧИСТКИ ШАХТНОЙ ВОДЫ ОТ СВИНЦА И МЕДИ МЕТОДОМ КОАГУЛЯЦИИ,"Давлатов Давлатмаҳмад Сангинович, Ходжиев Саидмукбил Косимович, Ашуров Хайруддин Ёрович",Вестник педагогического университета (Естественных наук),2020,Экологические биотехнологии,"шахтная вода, тяжелые металлы, коагуляция воды, смешанные коагулянты, степень очистки воды",,"В статье приведены результаты исследования процесса очистки воды от тяжелых металлов, в частности, от свинца и меди. Изучены факторы, влияющие на эффективность процесса коагуляции воды. Использован современный прибор для контроля концентрации свинца и меди в исходной воде и фильтрате. Показан наилучший смешанный коагулянт для очистки воды шахты «Восточная».","Давлатов Давлатмаҳмад Сангинович, Ходжиев Саидмукбил Косимович, Ашуров Хайруддин Ёрович СМЕШАННЫЕ КОАГУЛЯНТЫ ДЛЯ ОЧИСТКИ ШАХТНОЙ ВОДЫ ОТ СВИНЦА И МЕДИ МЕТОДОМ КОАГУЛЯЦИИ // Вестник педагогического университета (Естественных наук). 2020. №1-2 (5-6). URL: https://cyberleninka.ru/article/n/smeshannye-koagulyanty-dlya-ochistki-shahtnoy-vody-ot-svintsa-i-medi-metodom-koagulyatsii (дата обращения: 25.10.2024).","Давлатов Давлатмаҳмад Сангинович, Ходжиев Саидмукбил Косимович, & Ашуров Хайруддин Ёрович (2020). СМЕШАННЫЕ КОАГУЛЯНТЫ ДЛЯ ОЧИСТКИ ШАХТНОЙ ВОДЫ ОТ СВИНЦА И МЕДИ МЕТОДОМ КОАГУЛЯЦИИ. Вестник педагогического университета (Естественных наук),  (1-2 (5-6)), 153-155.",https://cyberleninka.ru/article/n/smeshannye-koagulyanty-dlya-ochistki-shahtnoy-vody-ot-svintsa-i-medi-metodom-koagulyatsii
ТОКСИЧНЫЕ ОСТАТКИ ПЕСТИЦИДОВ В ПОЧВЕ И ИХ ВЛИЯНИЕ НА ПРОИЗВОДСТВО ЭКОЛОГИЧЕСКОЙ ВИНОГРАДОВИНОДЕЛЬЧЕСКОЙ ПРОДУКЦИИ,"Воробьева Татьяна Николаевна, Подгорная Марина Ефимовна, Белков Алексей Сергеевич, Диденко Надежда Александровна, Чернов Василий Вячеславович",Аграрный вестник Северного Кавказа,2020,Экологические биотехнологии,"виноградник, почва, биоудобрение, пестициды, токсичные остатки, детоксикация",,"Проведена оценка фоновых и импактных загрязнителей почвы ампелоценозов юга России. Исследования проводились на промышленных виноградных насаждениях технического сорта Первенец Магарача в ОАО «Агрофирма Южная», Темрюкского района, Краснодарского края. Установлено, что токсичные остатки, после ежегодных обработок виноградных насаждений химическими средствами защиты, накапливаясь в почве, уменьшают микробную активность и биогенность почвы, что снижает механизмы распада фоновых (ДДТ и ГХЦГ) и сезонных пестицидов, к которой относятся фунгициды триазольной группы (Фалькон КЭ; Универсал СП; Колосаль КЭ; Колосаль Про, КМЭ). Повысить пригодность участков для производства экологически чистой виноградовинодельческой продукции возможно обогащением почвы ампелоценозов органическим удобрением. Установлено, что 3-х кратное внесение в почву органики из гумифицированных растительных остатков вторичных отходов виноградовинодельческого производства, биоудобрения «Байкал ЭМ-1», дополненного эффективными микроорганизмами, обогащает почву органическим веществом и активизирует полезную микрофлору, что ускоряет на 8,2% процесс полураспада ДДЭ и на 9% тебуконазола, входящего в состав изучаемых фунгицидов. При существующих жестких требованиях к виноградовинодельческой продукции высокого качества предусматривается виноградное сырье, полученное на экологически чистых участках, которое возможно получить с внесением биоудобрения «Байкал ЭМ-1» в почву виноградных насаждений.","Воробьева Татьяна Николаевна, Подгорная Марина Ефимовна, Белков Алексей Сергеевич, Диденко Надежда Александровна, Чернов Василий Вячеславович ТОКСИЧНЫЕ ОСТАТКИ ПЕСТИЦИДОВ В ПОЧВЕ И ИХ ВЛИЯНИЕ НА ПРОИЗВОДСТВО ЭКОЛОГИЧЕСКОЙ ВИНОГРАДОВИНОДЕЛЬЧЕСКОЙ ПРОДУКЦИИ // Аграрный вестник Северного Кавказа. 2020. №2-3 (38-39). URL: https://cyberleninka.ru/article/n/toksichnye-ostatki-pestitsidov-v-pochve-i-ih-vliyanie-na-proizvodstvo-ekologicheskoy-vinogradovinodelcheskoy-produktsii (дата обращения: 25.10.2024).","Воробьева Татьяна Николаевна, Подгорная Марина Ефимовна, Белков Алексей Сергеевич, Диденко Надежда Александровна, & Чернов Василий Вячеславович (2020). ТОКСИЧНЫЕ ОСТАТКИ ПЕСТИЦИДОВ В ПОЧВЕ И ИХ ВЛИЯНИЕ НА ПРОИЗВОДСТВО ЭКОЛОГИЧЕСКОЙ ВИНОГРАДОВИНОДЕЛЬЧЕСКОЙ ПРОДУКЦИИ. Аграрный вестник Северного Кавказа,  (2-3 (38-39)), 38-43.",https://cyberleninka.ru/article/n/toksichnye-ostatki-pestitsidov-v-pochve-i-ih-vliyanie-na-proizvodstvo-ekologicheskoy-vinogradovinodelcheskoy-produktsii
РЕШЕНИЕ ПРОБЛЕМЫ ЗАГРЯЗНЕНИЯ ПЛАСТМАССОВЫМИ ИЗДЕЛИЯМИ ОДНОРАЗОВОГО ПОЛЬЗОВАНИЯ,"Апажев К.Х., Хочуева З.М.",Экономика и социум,2020,Экологические биотехнологии,"экология, полимерные материалы, мировое сообщество, загрязнение мира, промышленные отходы, пластик","polymeric materials, world community, world pollution, industrial waste, plastic","В данной статье описывается проблема мирового масштаба, а именно - проблема загрязнения мирового океана пластмассовыми изделиями одноразового пользования. Для решения этой проблемы в данной статье предложена система The Ocean Cleanup, благодаря которой будет значительно улучшаться экологическое состояние океана.","Апажев К. Х., Хочуева З. М. РЕШЕНИЕ ПРОБЛЕМЫ ЗАГРЯЗНЕНИЯ ПЛАСТМАССОВЫМИ ИЗДЕЛИЯМИ ОДНОРАЗОВОГО ПОЛЬЗОВАНИЯ // Экономика и социум. 2020. №3 (70). URL: https://cyberleninka.ru/article/n/reshenie-problemy-zagryazneniya-plastmassovymi-izdeliyami-odnorazovogo-polzovaniya (дата обращения: 25.10.2024).","Апажев К.Х., & Хочуева З.М. (2020). РЕШЕНИЕ ПРОБЛЕМЫ ЗАГРЯЗНЕНИЯ ПЛАСТМАССОВЫМИ ИЗДЕЛИЯМИ ОДНОРАЗОВОГО ПОЛЬЗОВАНИЯ. Экономика и социум,  (3 (70)), 218-220.",https://cyberleninka.ru/article/n/reshenie-problemy-zagryazneniya-plastmassovymi-izdeliyami-odnorazovogo-polzovaniya
АВТОМОБИЛЛАР УЧУН ЭКОЛОГИК ТОЗА ЁНИЛҒИ ОЛИШ ТЕХНОЛОГИЯСИ,Ўринов Д.Ў.,Экономика и социум,2020,Экологические биотехнологии,"термокимёвий технология, ёнувчи газл, электролизёр, ёнилғи, синтез газ, углерод оксиди, ёнмаган углеводород",,"Органик чиқиндилардан ажралиб чиққан биогаздан метан газини олиш технологиясини ишлаб чиқарилди. Бунинг учун герметик ёпиқ идиш ичида 500-5400 С термофил режимида анаэроб (кислородсиз) шароитда бижғитиш зарур. Идишда марказий мусбат электрод ва айлана бўйлаб жойлаштирилган манфий электродлар мавжуд бўлиб, улар электр энергияси уланади (12, 24, 36, ёки 220 В ли ўзгармас ток). Электродлар орасидан метан (СН4), углерод газлари (СО ва СО2) ва водород Н2 ажралиб чиқади.",Ўринов Д. Ў. АВТОМОБИЛЛАР УЧУН ЭКОЛОГИК ТОЗА ЁНИЛҒИ ОЛИШ ТЕХНОЛОГИЯСИ // Экономика и социум. 2020. №12-2 (79). URL: https://cyberleninka.ru/article/n/avtomobillar-uchun-ekologik-toza-yonil-i-olish-tehnologiyasi (дата обращения: 25.10.2024).,"Ўринов Д.Ў. (2020). АВТОМОБИЛЛАР УЧУН ЭКОЛОГИК ТОЗА ЁНИЛҒИ ОЛИШ ТЕХНОЛОГИЯСИ. Экономика и социум,  (12-2 (79)), 261-264.",https://cyberleninka.ru/article/n/avtomobillar-uchun-ekologik-toza-yonil-i-olish-tehnologiyasi
СОЛНЕЧНАЯ СУШКА ХЛОПКА,"Набиев М.Я., Содиқов Т.Б.",Экономика и социум,2020,Экологические биотехнологии,"сушка хлопка, сушильные барабаны, солнечный коллектор, кпд коллектора, солнечная энергия, тепловая энергия",,"Исследуется сушильные барабаны, которые в настоящее время используются на хлопчатобумажных заводах для сушки хлопка-сырца, помимо потребления большого количества электроэнергии, могут использоваться для сушки хлопка-сырца, а также 1 тонны хлопка. потребляя много топлива для сушки хлопка, размер габаритных размеров не является экономически целесообразным.","Набиев М. Я., Содиқов Т. Б. СОЛНЕЧНАЯ СУШКА ХЛОПКА // Экономика и социум. 2020. №12 (79). URL: https://cyberleninka.ru/article/n/solnechnaya-sushka-hlopka (дата обращения: 25.10.2024).","Набиев М.Я., & Содиқов Т.Б. (2020). СОЛНЕЧНАЯ СУШКА ХЛОПКА. Экономика и социум,  (12 (79)), 835-838.",https://cyberleninka.ru/article/n/solnechnaya-sushka-hlopka
ВЛИЯНИЕ ДОЖДЕВЫХ ЧЕРВЕЙ НА ПЛОДОРОДИЕ ПОЧВЫ,Куанышбаева Ш.Д.,Форум молодых ученых,2020,Экологические биотехнологии,"гумус, плодородие, калий, кальций, фосфор, азот, отряд, семейство, ареал","humus, fertility, potassium, calcium, phosphorus, nitrogen, order, family, area","В статье рассматривается влияние дождевых червей на плодородие почвы. Под влиянием червей изменяются и химические особенности почвы, повышается содержание гумуса, изменяются и улучшаются ее состав, структура и свойства.",Куанышбаева Ш. Д. ВЛИЯНИЕ ДОЖДЕВЫХ ЧЕРВЕЙ НА ПЛОДОРОДИЕ ПОЧВЫ // Форум молодых ученых. 2020. №7 (47). URL: https://cyberleninka.ru/article/n/vliyanie-dozhdevyh-chervey-na-plodorodie-pochvy (дата обращения: 25.10.2024).,"Куанышбаева Ш.Д. (2020). ВЛИЯНИЕ ДОЖДЕВЫХ ЧЕРВЕЙ НА ПЛОДОРОДИЕ ПОЧВЫ. Форум молодых ученых,  (7 (47)), 126-128.",https://cyberleninka.ru/article/n/vliyanie-dozhdevyh-chervey-na-plodorodie-pochvy
ОЦЕНКА ПОЧВЫ ГОРОДА ЛЮБЕРЦЫ,"Лычагина О.А., Баранников А.А.",Форум молодых ученых,2020,Экологические биотехнологии,"окружающая среда, земельный фонд, почва, загрязнение почвы","environment, land fund, soil, soil pollution","Статья посвящена изучению почвы города Люберцы Московской области. В статье уделяется внимание исследованию земельного фонда, испытывающее значительное техногенное влияние.","Лычагина О. А., Баранников А. А. ОЦЕНКА ПОЧВЫ ГОРОДА ЛЮБЕРЦЫ // Форум молодых ученых. 2020. №5 (45). URL: https://cyberleninka.ru/article/n/otsenka-pochvy-goroda-lyubertsy (дата обращения: 25.10.2024).","Лычагина О.А., & Баранников А.А. (2020). ОЦЕНКА ПОЧВЫ ГОРОДА ЛЮБЕРЦЫ. Форум молодых ученых,  (5 (45)), 259-261.",https://cyberleninka.ru/article/n/otsenka-pochvy-goroda-lyubertsy
МАТЕМАТИЧЕСКОЕ МОДЕЛИРОВАНИЕ КАК ВОЗМОЖНОСТЬ ПРОГНОЗИРОВАНИЯ КАЧЕСТВА ОЧИСТКИ СТОКОВ ПРЕДПРИЯТИЙ ХИМИЧЕСКОЙ ПРОМЫШЛЕННОСТИ,Назарова О.В.,Форум молодых ученых,2020,Экологические биотехнологии,"биологическая очистка, сточные воды, математическое моделирование, воздействие на водный объект","biological treatment, wastewater, mathematical modeling, impact on a water body",В работе рассмотрена возможность применения методов математического моделирования при анализе работы биологических очистных сооружений. Очистка смешанных стоков производственного объекта химической промышленности и стоков городской канализации осуществляется непрерывно и существует необходимость прогнозирования протекающих процессов биологической очистки. Применение методов математического моделирования имеет значение для определения потенциальных возможностей изучаемых процессов очистки.,Назарова О. В. МАТЕМАТИЧЕСКОЕ МОДЕЛИРОВАНИЕ КАК ВОЗМОЖНОСТЬ ПРОГНОЗИРОВАНИЯ КАЧЕСТВА ОЧИСТКИ СТОКОВ ПРЕДПРИЯТИЙ ХИМИЧЕСКОЙ ПРОМЫШЛЕННОСТИ // Форум молодых ученых. 2020. №5 (45). URL: https://cyberleninka.ru/article/n/matematicheskoe-modelirovanie-kak-vozmozhnost-prognozirovaniya-kachestva-ochistki-stokov-predpriyatiy-himicheskoy-promyshlennosti (дата обращения: 25.10.2024).,"Назарова О.В. (2020). МАТЕМАТИЧЕСКОЕ МОДЕЛИРОВАНИЕ КАК ВОЗМОЖНОСТЬ ПРОГНОЗИРОВАНИЯ КАЧЕСТВА ОЧИСТКИ СТОКОВ ПРЕДПРИЯТИЙ ХИМИЧЕСКОЙ ПРОМЫШЛЕННОСТИ. Форум молодых ученых,  (5 (45)), 339-342.",https://cyberleninka.ru/article/n/matematicheskoe-modelirovanie-kak-vozmozhnost-prognozirovaniya-kachestva-ochistki-stokov-predpriyatiy-himicheskoy-promyshlennosti
"ПРИМЕНЕНИЕ СОРБЕНТА ПРИРОДНОГО ПРОИСХОЖДЕНИЯ В КАЧЕСТВЕ ОЧИСТИТЕЛЯ ДЛЯ ПОЧВЫ, СЛАБОЗАГРЯЗНЕННОЙ НЕФТЕПРОДУКТАМИ",Рапаева Е.А.,Форум молодых ученых,2020,Экологические биотехнологии,"нефтепродукты, очистка почвы, нефтезагрязнения, древесные опилки, тяжелые металлы, сорбент, тест - объек","petroleum products, soil cleaning, oil pollution, sawdust, heavy metals, sorbent, test object","В лабораторном эксперименте образец почвы, искусственно загрязненный нефтепродуктами очищали от загрязнений при помощи древесных опилок. Нефтепродукты в почву вносят ряд тяжелых металлов, поэтому до очистки почвы от нефтепродуктов и после было проведено исследование образцов почвы на содержание тяжелых металлов. В качестве тест-объекта использовали семена растения - Кресс-салата. По результатам всхода семян оценивали результат очистки почвы.","Рапаева Е. А. ПРИМЕНЕНИЕ СОРБЕНТА ПРИРОДНОГО ПРОИСХОЖДЕНИЯ В КАЧЕСТВЕ ОЧИСТИТЕЛЯ ДЛЯ ПОЧВЫ, СЛАБОЗАГРЯЗНЕННОЙ НЕФТЕПРОДУКТАМИ // Форум молодых ученых. 2020. №5 (45). URL: https://cyberleninka.ru/article/n/primenenie-sorbenta-prirodnogo-proishozhdeniya-v-kachestve-ochistitelya-dlya-pochvy-slabozagryaznennoy-nefteproduktami (дата обращения: 25.10.2024).","Рапаева Е.А. (2020). ПРИМЕНЕНИЕ СОРБЕНТА ПРИРОДНОГО ПРОИСХОЖДЕНИЯ В КАЧЕСТВЕ ОЧИСТИТЕЛЯ ДЛЯ ПОЧВЫ, СЛАБОЗАГРЯЗНЕННОЙ НЕФТЕПРОДУКТАМИ. Форум молодых ученых,  (5 (45)), 401-403.",https://cyberleninka.ru/article/n/primenenie-sorbenta-prirodnogo-proishozhdeniya-v-kachestve-ochistitelya-dlya-pochvy-slabozagryaznennoy-nefteproduktami
ОЦЕНКА СОСТОЯНИЯ АТМОСФЕРНОГО ВОЗДУХА Г. УЧАЛЫ,Камалов А.Р.,Форум молодых ученых,2020,Экологические биотехнологии,"оценка состояния, атмосферный воздух, загрязняющие воздуха, окружающая среда",,"На сегодняшний день проблема загрязнения атмосферного воздуха - одна из серьезнейших глобальных проблем человечества. Опасность загрязнения атмосферы - не только в том, что в чистый воздух попадают вредные вещества, губительные для живых организмов, но и в вызываемом загрязнениями изменении климата Земли. В данной статье приводится оценка состояния атмосферного воздуха г. Учалы Республики Башкортостан за 2012-2017г.г.",Камалов А. Р. ОЦЕНКА СОСТОЯНИЯ АТМОСФЕРНОГО ВОЗДУХА Г. УЧАЛЫ // Форум молодых ученых. 2020. №10 (50). URL: https://cyberleninka.ru/article/n/otsenka-sostoyaniya-atmosfernogo-vozduha-g-uchaly (дата обращения: 25.10.2024).,"Камалов А.Р. (2020). ОЦЕНКА СОСТОЯНИЯ АТМОСФЕРНОГО ВОЗДУХА Г. УЧАЛЫ. Форум молодых ученых,  (10 (50)), 231-234.",https://cyberleninka.ru/article/n/otsenka-sostoyaniya-atmosfernogo-vozduha-g-uchaly
НОРМИРОВАНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ И РАЗМЕЩЕНИЕ ИХ В ГОРОДСКИХ УСЛОВИЯХ НА ПРИМЕРЕ Г. САНКТ-ПЕТЕРБУРГ,Зайцева Т.А.,Форум молодых ученых,2020,Экологические биотехнологии,"загрязнение атмосферного воздуха, зеленые насаждения, фиторемeдиация",,Статья посвящена актуальной проблеме загрязнения атмосферного воздуха городской черты. Проведены мониторинговые исследования атмосферного воздуха рекреационных зон г. Санкт-Петербург. На основании полученных данных произведены расчеты необходимой площади зеленых насаждений для очистки загрязненного воздуха методом фиторемедиации.,Зайцева Т. А. НОРМИРОВАНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ И РАЗМЕЩЕНИЕ ИХ В ГОРОДСКИХ УСЛОВИЯХ НА ПРИМЕРЕ Г. САНКТ-ПЕТЕРБУРГ // Форум молодых ученых. 2020. №12 (52). URL: https://cyberleninka.ru/article/n/normirovanie-zelenyh-nasazhdeniy-i-razmeschenie-ih-v-gorodskih-usloviyah-na-primere-g-sankt-peterburg (дата обращения: 25.10.2024).,"Зайцева Т.А. (2020). НОРМИРОВАНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ И РАЗМЕЩЕНИЕ ИХ В ГОРОДСКИХ УСЛОВИЯХ НА ПРИМЕРЕ Г. САНКТ-ПЕТЕРБУРГ. Форум молодых ученых,  (12 (52)), 162-165.",https://cyberleninka.ru/article/n/normirovanie-zelenyh-nasazhdeniy-i-razmeschenie-ih-v-gorodskih-usloviyah-na-primere-g-sankt-peterburg
ЭКОЛОГИЧЕСКАЯ ЗАЩИТА СКЛАДА ГСМ,"Родин М.С., Моськин А.С., Мнацаканян Р.А.",Форум молодых ученых,2020,Экологические биотехнологии,"горюче-самзочные материалы (гсм), очистка, экология, защита окружающей среды, устранение загрязнений, нефтепродукты",,"Актуальность данной темы заключается в том, что в настоящее время эксплуатируется огромное количество предприятий, в том числе и склад ГСМ, который, в свою очередь, не достаточно полно обеспечивает экологическую безопасность. К сожалению, установки склада ГСМ устарели и следует разработать наиболее эффективные методы очистки канализационных вод от различного вида топлива. По статистике ежегодно в нашу атмосферу выбрасывается около 50-90 млн. т. углеводородов. Одна и основных частей данных выбросов приходится на нефтеперерабатывающие предприятия. В статье приводятся основные пути предотвращения загрязнения окружающей среды, а также мероприятия по борьбе с потерями ГСМ. Также в статье рассматривается установка очистки сточных вод, которая позволяет уменьшить уровень загрязнения окружающей среды нефтепродуктами, тем самым обеспечив экологическую безопасность районов размещения объектов нефтепродуктообеспечения.","Родин М. С., Моськин А. С., Мнацаканян Р. А. ЭКОЛОГИЧЕСКАЯ ЗАЩИТА СКЛАДА ГСМ // Форум молодых ученых. 2020. №12 (52). URL: https://cyberleninka.ru/article/n/ekologicheskaya-zaschita-sklada-gsm (дата обращения: 25.10.2024).","Родин М.С., Моськин А.С., & Мнацаканян Р.А. (2020). ЭКОЛОГИЧЕСКАЯ ЗАЩИТА СКЛАДА ГСМ. Форум молодых ученых,  (12 (52)), 467-471.",https://cyberleninka.ru/article/n/ekologicheskaya-zaschita-sklada-gsm
"ТЕХНОЛОГИИ, ИСПОЛЬЗУЕМЫЕ В ТЕКСТИЛЬНОЙ ПРОМЫШЛЕНОСТИ","Тойбаев Кенжехан Дуйсебаевич, Закеров Мадияр Серикбаевич",Национальная ассоциация ученых,2020,Экологические биотехнологии,"усреднитель, доочистка, озонатор, флотатор, обратный осмос, зернистый фильтр",,"В статье рассмотрены технология комплексной очистки сточных вод отделочных предприятий текстильной промышленности. Технология предусматривает глубокую очистку, включающую обработку сточной воды в усреднителе, установке напорной флотации, зернистом фильтре и доочистку на озонаторной установке и обеспечения водонепроницаемости емкостных водоочистных сооружений.","Тойбаев Кенжехан Дуйсебаевич, Закеров Мадияр Серикбаевич ТЕХНОЛОГИИ, ИСПОЛЬЗУЕМЫЕ В ТЕКСТИЛЬНОЙ ПРОМЫШЛЕНОСТИ // НАУ. 2020. №52-3 (52). URL: https://cyberleninka.ru/article/n/tehnologii-ispolzuemye-v-tekstilnoy-promyshlenosti (дата обращения: 25.10.2024).","Тойбаев Кенжехан Дуйсебаевич, & Закеров Мадияр Серикбаевич (2020). ТЕХНОЛОГИИ, ИСПОЛЬЗУЕМЫЕ В ТЕКСТИЛЬНОЙ ПРОМЫШЛЕНОСТИ. Национальная ассоциация ученых,  (52-3 (52)), 28-31.",https://cyberleninka.ru/article/n/tehnologii-ispolzuemye-v-tekstilnoy-promyshlenosti
ОЦЕНКА ТОКСИЧНОСТИ ПОЧВЫ В РАЙОНЕ ЗАТОНСКОЙ ТЭЦ (Г. УФА) С ИСПОЛЬЗОВАНИЕМ КРЕСС-САЛАТА (LEPIDIUMSATIVUM L.) В КАЧЕСТВЕ ТЕСТ-ОБЪЕКТА,"Гибадуллина Н.Б., Мурясова А.Р., Фазлутдинова А.И.",Вестник Башкирского государственного педагогического университета им. М. Акмуллы,2020,Экологические биотехнологии,"биотестирование, техногенное загрязнение, кресс-салат, биотест, почвенный покров, город уфа, затонская тэц",,"В статье представлены результаты экотоксикологической оценки почвенного покрова в районе Затонской ТЭЦ (г. Уфа) с использованием тест-объекта Lepidium sativum. Вследствие проведенного исследования выявлено, что почвенный покров на расстоянии 1км от ТЭЦ в южном направлении, отличается высокой токсичностью и оказывает отрицательное влияние на общую всхожесть, длину корня и побега семян кресс-салата.","Гибадуллина Н. Б., Мурясова А. Р., Фазлутдинова А. И. ОЦЕНКА ТОКСИЧНОСТИ ПОЧВЫ В РАЙОНЕ ЗАТОНСКОЙ ТЭЦ (Г. УФА) С ИСПОЛЬЗОВАНИЕМ КРЕСС-САЛАТА (LEPIDIUMSATIVUM L.) В КАЧЕСТВЕ ТЕСТ-ОБЪЕКТА // Вестник Башкирского государственного педагогического университета им. М. Акмуллы. 2020. №1 (53). URL: https://cyberleninka.ru/article/n/otsenka-toksichnosti-pochvy-v-rayone-zatonskoy-tets-g-ufa-s-ispolzovaniem-kress-salata-lepidiumsativum-l-v-kachestve-test-obekta (дата обращения: 25.10.2024).","Гибадуллина Н.Б., Мурясова А.Р., & Фазлутдинова А.И. (2020). ОЦЕНКА ТОКСИЧНОСТИ ПОЧВЫ В РАЙОНЕ ЗАТОНСКОЙ ТЭЦ (Г. УФА) С ИСПОЛЬЗОВАНИЕМ КРЕСС-САЛАТА (LEPIDIUMSATIVUM L.) В КАЧЕСТВЕ ТЕСТ-ОБЪЕКТА. Вестник Башкирского государственного педагогического университета им. М. Акмуллы,  (1 (53)), 43-50.",https://cyberleninka.ru/article/n/otsenka-toksichnosti-pochvy-v-rayone-zatonskoy-tets-g-ufa-s-ispolzovaniem-kress-salata-lepidiumsativum-l-v-kachestve-test-obekta
ОЦЕНКА ЭКОЛОГИЧЕСКОГО СОСТОЯНИЯ ВОД РЕКИ ЗАПАДНАЯ ДВИНА МЕТОДОМ ФИТОТЕСТИРОВАНИЯ,"Иванькова В.С., Данюк М.М., Малах О.Н.",Вестник Башкирского государственного педагогического университета им. М. Акмуллы,2020,Экологические биотехнологии,,,,"Иванькова В. С., Данюк М. М., Малах О. Н. ОЦЕНКА ЭКОЛОГИЧЕСКОГО СОСТОЯНИЯ ВОД РЕКИ ЗАПАДНАЯ ДВИНА МЕТОДОМ ФИТОТЕСТИРОВАНИЯ // Вестник Башкирского государственного педагогического университета им. М. Акмуллы. 2020. №S1 (54). URL: https://cyberleninka.ru/article/n/otsenka-ekologicheskogo-sostoyaniya-vod-reki-zapadnaya-dvina-metodom-fitotestirovaniya (дата обращения: 25.10.2024).","Иванькова В.С., Данюк М.М., & Малах О.Н. (2020). ОЦЕНКА ЭКОЛОГИЧЕСКОГО СОСТОЯНИЯ ВОД РЕКИ ЗАПАДНАЯ ДВИНА МЕТОДОМ ФИТОТЕСТИРОВАНИЯ. Вестник Башкирского государственного педагогического университета им. М. Акмуллы,  (S1 (54)), 104-109.",https://cyberleninka.ru/article/n/otsenka-ekologicheskogo-sostoyaniya-vod-reki-zapadnaya-dvina-metodom-fitotestirovaniya
ПОЧВА КАК ЭКОЛОГИЧЕСКИЙ ФАКТОР,Куанышбаева Ш.Д.,Теория и практика современной науки,2020,Экологические биотехнологии,"фосфор, азот, кальций, калий, концентрация, аэрация, капилляр","phosphorus, nitrogen, calcium, potassium, concentration, aeration, capillary","В статье рассматривается роль и значение почвы как экологический фактор. Для почвы характерна своеобразная биологическая особенность, так как она тесно связана с жизнедеятельностью живых организмов.",Куанышбаева Ш. Д. ПОЧВА КАК ЭКОЛОГИЧЕСКИЙ ФАКТОР // Теория и практика современной науки. 2020. №2 (56). URL: https://cyberleninka.ru/article/n/pochva-kak-ekologicheskiy-faktor (дата обращения: 25.10.2024).,"Куанышбаева Ш.Д. (2020). ПОЧВА КАК ЭКОЛОГИЧЕСКИЙ ФАКТОР. Теория и практика современной науки,  (2 (56)), 133-134.",https://cyberleninka.ru/article/n/pochva-kak-ekologicheskiy-faktor
